1,2
0,9
0,17
0,1
0,1
1,17
1,17
1,17
1,17
1,17
2,1
2,17
2,17
2,17
2,17
2,17
2,17
2,17
2,17
2,17
2,17
2,17
0,1
2,17
2,1
0,1
2,1
0,1
2,1
2,1
3,17
3,17
3,17
4,29
4,29
0,17
0,17
0,17
4,29
4,29
5,29
4,29
4,10
4,29
5,27
5,27
5,29
6,14
4,5
4,29
6,8
4,29
7,8
8,29
9,29
4,29
5,8
7,8
7,29
5,9
7,8
5,9
10,29
11,9
5,9
7,8
5,11
11,29
12,15
5,9
6,10
7,8
5,29
11,29
7,11
8,11
7,8
11,29
7,11
8,29
8,11
4,8
11,29
7,29
8,29
10,7
4,13
4,9
6,10
13,9
10,7
11,9
4,9
6,10
14,9
4,9
8,9
6,10
4,8
10,7
14,29
6,10
9,29
4,29
4,8
6,10
9,29
4,9
4,29
4,5
6,11
4,9
4,11
4,29
5,11
5,29
4,5
4,9
4,11
5,11
11,29
7,11
4,11
4,29
4,7
11,29
4,5
4,11
0,17
4,29
5,11
11,29
7,11
4,5
4,11
0,17
4,29
4,7
5,29
11,29
4,5
0,17
5,11
5,29
4,9
0,17
5,15
15,9
0,17
4,5
15,9
0,17
0,17
0,17
15,9
0,17
12,15
0,17
6,10
0,17
0,17
10,12
0,17
0,17
0,17
0,17
0,17
12,11
11,29
0,17
4,10
0,17
10,11
0,17
0,17
0,17
0,17
0,17
15,9
0,17
0,17
0,17
5,11
0,17
0,17
15,9
0,17
5,29
11,29
0,17
11,29
15,9
0,17
15,9
0,17
0,17
5,11
0,17
5,11
0,17
5,11
0,17
5,11
0,17
5,11
6,10
0,17
5,11
15,9
0,17
0,17
0,17
0,17
11,29
0,17
11,29
0,17
4,10
4,11
0,17
11,29
0,17
4,29
4,7
5,29
11,29
5,12
0,17
5,29
11,29
15,9
4,11
0,17
12,29
15,9
0,17
4,29
15,9
0,17
12,29
15,9
7,12
4,12
0,17
12,29
0,17
4,29
0,17
9,29
5,8
4,7
0,17
0,17
9,29
4,8
4,7
0,17
9,29
4,29
0,17
9,29
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
3,16
0,17
0,17
0,17
3,11
0,17
0,17
0,17
3,16
0,17
6,3
0,17
0,17
0,17
10,2
0,17
0,17
12,11
10,7
0,17
0,17
0,17
0,17
0,17
0,17
10,3
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
13,19
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
